Year,,Cruise,Signature,numerical month,Project Principals,Vessel,Cruise Dates,Months,Latitude,Longitude,Summary,New Themes,OER Focus Areas,Platforms,Mission Group,MEOW,OE_Link,OE_Link_Image,SOO,Overview,Archive,Direct,NCDDC_Link,AuthoritativeIDx,CruiseID,GISMapLayers,EEM,Lesson_Plans,EMC,Educ_Focus,Publications,Metadata
2014,GALA2014,Exploration of Caribbean Seamounts within the Greater and Lesser Antilles,No,9,"Dr. Amanda Demopoulas, US Geological Survey, Dr. Jason Chaytor, US Geological Survey","E/V Nautilus, Hercules, Argus","September 3 - 14, 2014",September,18,-64,"This mission aims to provide insight into the geological origin, the spatial distribution, ecology, and biodiversity of associated fauna, and the placement of the seamounts located in the Greater Antilles / Lesser Antilles transition zone in a global, biogeographic context.  ","biodiv, corals, fault, habitat, mapping, newtech, seamount, subs, tele",carib,"nautilus, herc, argus",,warmnwatl,,gala2014.jpg,,,,,,GALA2014,GALA2014,,,,,,,
2014,NA041,Ocean Exploration Trust (OET) Straits of Florida and Great Bahama Bank - 2014 (NA041),No,6,OET: Dr. Robert Ballard & Dr. Katherine Croff Bell; Lead Scientist: Dr. Larry Mayer; (for data access contact datamanager@oceanexplorationtrust.org),Ocean Exploration Trust E/V Nautilus,"June 11 - 15, 2014",June,25.36,-79.35,"This cruise focused on the discovery of new cold-water ecosystems and improved understanding of underwater geological hazards and processes. The Straits of Florida is a trough that separates the Florida Peninsula from Cuba and the Great Bahamas Bank. Due to the differences in geological, oceanographic, and chemical processes within this region, the deep water contains some of the greatest species richness in the Atlantic Ocean.","biodiv, chemo, corals, habitat, mapping, subs",carib,"nautilus, herc, argus",Ocean Exploration Trust,tropnwatl,http://www.nautiluslive.org,NA041.jpg,,,,,,NA041,NA041,Ship Track;OE_Nautilus;7;2014ST.jpg,,,,,,
2014,NA042,Ocean Exploration Trust (OET) Dry Tortugas - 2014 (NA042),No,6,OET: Dr. Robert Ballard & Dr. Katherine Croff Bell; Lead Scientist: Dr. Billy Causey; (for data access contact datamanager@oceanexplorationtrust.org),Ocean Exploration Trust E/V Nautilus,"June 16 - 19, 2014",June,24.32,-83.18,"Three deep-water areas off southwest Florida were explored to better understand the ecological connectivity of deep-water biological habitats and communities to the Florida Keys National Marine Sanctuary, the Tortugas Ecological Reserve, and Pulley Ridge Habitat. Exploring the biological and geological character of these areas aided the ongoing management plan review of unique places at the ecological crossroads of the Gulf of Mexico, Caribbean Sea, and Atlantic Ocean. This mission was a rare opportunity to document the conditions in deep-water areas of the Reserve and evaluate the impact of management strategies on the deep-water community. ","biodiv, habitat, subs",gom,"nautilus, herc, argus",Ocean Exploration Trust,tropnwatl,http://www.nautiluslive.org,NA042.jpg,,,,,,NA042,NA042,Ship Track;OE_Nautilus;8;2014ST.jpg,,,,,,
2014,NA044,Ocean Exploration Trust (OET) Exploring the Unknown America - 2014 (NA044),No,7,OET: Dr. Robert Ballard & Dr. Katherine Croff Bell; Lead Scientist: Dr. Robert Ballard & Dr. Nicole Dubilier; (for data access contact datamanager@oceanexplorationtrust.org),Ocean Exploration Trust E/V Nautilus,"July 6 - 9, 2014",July,28.62,-88.08,"This expedition focused on documenting the myriad natural and cultural resources that lie in U.S. waters. Sites visited include: Brine pools/lakes, deep-water coral reefs, and several shipwreck sites, including the German U-boat U-166, the passenger steamship Robert E. Lee, the USS Peterson, and two oil tankers (Gulf Oil and Gulf Penn) that were sunk by German U-boats during World War II. These shipwrecks have a high abundance of very large corals growing on them, in particular Lophelia pertusa, and have been used by biologists to study colonization and growth of these poorly understood types of corals.","biodiv, chemo, corals, habitat, sampling, seeps, subs",gom,"nautilus, herc, argus",Ocean Exploration Trust,tropnwatl,http://www.nautiluslive.org,NA044.jpg,,,,,,NA044,NA044,Ship Track;OE_Nautilus;9;2014ST.jpg,,,,,,
2014,NA045,Ocean Exploration Trust (OET) Exploring the Unknown America II - 2014 (NA045),No,7,OET: Dr. Robert Ballard & Dr. Katherine Croff Bell; Lead Scientist: Dr. Robert Ballard & Dr. Nicole Dubilier; (for data access contact datamanager@oceanexplorationtrust.org),Ocean Exploration Trust E/V Nautilus,"July 10 - 14, 2014",July,28.46,-89.91,"This expedition focused on documenting the myriad natural and cultural resources that lie in U.S. waters. Sites visited include: Brine pools/lakes,mud volcanoes, deep-water coral reefs, and several shipwreck sites. These may include German U-boat U-166 and the passenger steamship Robert E. Lee, an oil tanker that was sunk by German U-boats during World War II (Gulf Penn), and the Alcoa Puritan. These shipwrecks have a high abundance of very large corals growing on them, in particular Lophelia pertusa, and have been used by biologists to study colonization and growth of these poorly understood types of corals.","biodiv, chemo, corals, habitat, sampling, seeps, subs",gom,"nautilus, herc, argus",Ocean Exploration Trust,tropnwatl,http://www.nautiluslive.org,NA045.jpg,,,,,,NA045,NA045,Ship Track;OE_Nautilus;10;2014ST.jpg,,,,,,
2014,NA047,Ocean Exploration Trust (OET) Transit to Belize - 2014 (NA047),No,8,OET: Dr. Robert Ballard & Dr. Katherine Croff Bell; Lead Scientist: Dr. Nicole Raineault; (for data access contact datamanager@oceanexplorationtrust.org),Ocean Exploration Trust E/V Nautilus,"August 3 - 6, 2014",August,23.46,-85.75,E/V Nautilus mapping transit to Belize with EM302 multibeam sonar.,mapping,"carib, intl","nautilus, herc, argus",Ocean Exploration Trust,tropnwatl,http://www.nautiluslive.org,Naut.jpg,,,,,,NA047,NA047,Ship Track;OE_Nautilus;11;2014ST.jpg,,,,,,
2014,NA048,Ocean Exploration Trust (OET) MesoAmerican Reef Project - 2014 (NA048),No,8,OET: Dr. Robert Ballard & Dr. Katherine Croff Bell; Lead Scientist: Dr. Peter Etnoyer; (for data access contact datamanager@oceanexplorationtrust.org),Ocean Exploration Trust E/V Nautilus,"August 6 - 12, 2014",August,17.62,-87.75,The deep waters (200-2000 m) around and off the coasts of the Belizean cayes and atolls are among the least studied areas of the Caribbean Sea. The 2014 Nautilus expedition to the western Caribbean  conducted multibeam mapping of the areas between 200-2000 m depths around and offshore the cayes and atolls of the Belize Barrier Reef and sampled the biological organisms of the deep sea. ,"biodiv, corals, habitat, mapping, sampling, subs","carib, intl","nautilus, herc, argus",Ocean Exploration Trust,tropnwatl,http://www.nautiluslive.org,NA048.jpg,,,,,,NA048,NA048,Ship Track;OE_Nautilus;12;2014ST.jpg,,,,,,
2014,NA049,Ocean Exploration Trust (OET) Transit to Jamaica - 2014 (NA049),No,8,OET: Dr. Robert Ballard & Dr. Katherine Croff Bell; Lead Scientist: Dr. Nicole Raineault; (for data access contact datamanager@oceanexplorationtrust.org),Ocean Exploration Trust E/V Nautilus,"August 13 - 16, 2014",August,18.31,-82.31,E/V Nautilus mapping transit to Jamaica with EM302 mulitbeam sonar.,mapping,carib,"nautilus, herc, argus",Ocean Exploration Trust,tropnwatl,http://www.nautiluslive.org,Naut.jpg,,,,,,NA049,NA049,Ship Track;OE_Nautilus;13;2014ST.jpg,,,,,,
2014,NA050,Ocean Exploration Trust (OET) Windward Passage - 2014 (NA050),No,8,OET: Dr. Robert Ballard & Dr. Katherine Croff Bell; Lead Scientist: Dr. Ruth Blake; (for data access contact datamanager@oceanexplorationtrust.org),Ocean Exploration Trust E/V Nautilus,"August 17 - 28, 2014",August,18.3,-75,"The Windward Passage, located between Cuba and Haiti, is a major conduit between the Atlantic Ocean and Caribbean Sea. It is a site of complex currents, mixing and exchange of water that have been little explored despite the historical importance of this region as a major shipping route. This region also represents a very active portion of the northern Caribbean plate boundary, where several geologic (seismic and tectonic) features and processes occur along the seafloor beneath the Windward Passage. These structures and processes come together to make Haiti a very high risk for catastrophic events like the 2010 earthquake that took a tremendous human toll. For these reasons, it is crucial to explore the seafloor in this tectonically active and recently reconfigured region. We conducted a dive within the territorial waters of Navassa Island - a U.S. holding that has never been explored - to document new deep coral communities, drowned reefs and document this unknown seafloor.","biodiv, corals, habitat, faults, mapping, seeps, subs",carib,"nautilus, herc, argus",Ocean Exploration Trust,tropnwatl,http://www.nautiluslive.org,NA050.jpg,,,,,,NA050,NA050,Ship Track;OE_Nautilus;14;2014ST.jpg,,,,,,
2014,NA051,Ocean Exploration Trust (OET) Transit to Puerto Rico - 2014 (NA051),No,8,OET: Dr. Robert Ballard & Dr. Katherine Croff Bell; Lead Scientist: Dr. Nicole Raineault; (for data access contact datamanager@oceanexplorationtrust.org),Ocean Exploration Trust E/V Nautilus,"August 29 - September 3, 2014",August-September,17,-71,E/V Nautilus mapping transit to Puerto Rico with EM302 mulitbeam sonar.,mapping,carib,"nautilus, herc, argus",Ocean Exploration Trust,tropnwatl,http://www.nautiluslive.org,Naut.jpg,,,,,,NA051,NA051,Ship Track;OE_Nautilus;15;2014ST.jpg,,,,,,
2014,NA052,Ocean Exploration Trust (OET) Seamounts of the Anegada Passage - 2014 (NA052),No,9,OET: Dr. Robert Ballard & Dr. Katherine Croff Bell; Lead Scientist: Dr. Amanda Demopoulos & Dr. Jason Chaytor; (for data access contact datamanager@oceanexplorationtrust.org),Ocean Exploration Trust E/V Nautilus,"September 4 - 13, 2014",September,18.18,-64,"Within the Caribbean region, numerous unexplored seamounts punctuate the seafloor holding records of geologic, biologic and oceanographic processes over different time-scales. Seamounts are topographically and oceanographically complex with environmental characteristics that vary greatly and have often been suggested to be biodiversity hotspots, however, many of these hypotheses are only beginning to be explored in detail. Exploration of seamount environments in the Greater Antilles/Lesser Antilles transition zone provided insight into their geological origin, and the spatial distribution, ecology, and biodiversity of associated fauna.","biodiv, corals, habitat, mapping, sampling, seamounts, subs",carib,"nautilus, herc, argus",Ocean Exploration Trust,tropnwatl,http://www.nautiluslive.org,NA052.jpg,,,,,,NA052,NA052,Ship Track;OE_Nautilus;16;2014ST.jpg,,,,,,
2014,NA053,Ocean Exploration Trust (OET) Transit to Grenada - 2014 (NA053),No,9,OET: Dr. Robert Ballard & Dr. Katherine Croff Bell; Lead Scientist: Dr. Nicole Raineault; (for data access contact datamanager@oceanexplorationtrust.org),Ocean Exploration Trust E/V Nautilus,"September 14 - 17, 2014",September,14.52,-61.49,E/V Nautilus mapping transit to Grenada with EM302 mulitbeam.,mapping,carib,"nautilus, herc, argus",Ocean Exploration Trust,tropnwatl,http://www.nautiluslive.org,Naut.jpg,,,,,,NA053,NA053,Ship Track;OE_Nautilus;17;2014ST.jpg,,,,,,
2014,NA054,Ocean Exploration Trust (OET) Kick 'em Jenny Submarine Volcano - 2014 (NA054),No,9,OET: Dr. Robert Ballard & Dr. Katherine Croff Bell; Lead Scientist: Dr. Steven Carey; (for data access contact datamanager@oceanexplorationtrust.org),Ocean Exploration Trust E/V Nautilus,"September 18 - October 9, 2014",September-October,12.31,-61.65,"This cruise to the southern Lesser Antilles volcanic arc was part of the INSPIRE project, funded by NSF with the purpose of studying and improving telepresence for ocean exploration. Scientists implemented several student-designed exploration projects led from shore. Kick’em Jenny is the most active submarine volcano in the Caribbean Sea, and during the past century it has shown a history of progressive growth with explosive eruptions. Hazards include explosive eruptions that can breach the sea surface and the potential for tsunami generation. We will continue exploration of Kick’em Jenny with a new set of sensors to examine any changes in gas/fluid venting in the inner crater that might indicate renewed eruptive activity. ","biodiv, chemo, habitat, sampling, seep,subs, volcano, tele",carib,"nautilus, herc, argus",Ocean Exploration Trust,"brazilshelf, tropnwatl",http://www.nautiluslive.org,Naut.jpg,,,,,,NA054,NA054,Ship Track;OE_Nautilus;18;2014ST.jpg,,,,,,
2014,MGL1407,Extended Continental Shelf (ECS) Project (MGL1407),No,9,"Deborah Hutchinson, USGS; Nathaniel Miller, USGS.",R/V Marcus G. Langseth,"August 21 - September 13, 2014",August-September,36,-72,This cruise was a 2D multichannel seismic reflection survey in the Atlantic Ocean off the continental margin of North America between latitudes 31 N to 40 N. The research aimed to collect seismic data for two primary purposes: (a) to measure sediment thickness that will contribute to delineating the outer limits of the Extended Continental Shelf (ECS) beyond 200 nautical miles (nm); and (b) to image two entire landslide systems from near the continental slope to the runout on the lower continental rise and abyssal plain. This mission was part of the USGS ECS and Hazards programs.,mapping,conshelf,langseth,Extended Continental Shelf,"coldnwatl, warmnwatl",https://www.continentalshelf.gov/,langseth.JPG,,,Multibeam Archive Collection; Get Data; National Geophysical Data Center Archive Collection; http://www.ngdc.noaa.gov/nndc/struts/results?op_0=eq&t=101378&s=8&d=70&d=75&d=76&d=74&d=73&d=72&d=81&d=82&d=85&d=86&d=79&no_data=suppress&v_0=NEW2215 ,Academic Fleet R2R Data Management; Open; Academic Fleet Rolling Deck to Repository Data Management Website; http://www.rvdata.us/catalog/MGL1407,,MGL1407,MGL1407,Ship Track (ECS);2014;MGL1407;2014ST.jpg,,,,,,http://www.ngdc.noaa.gov/nmmrview/metadata.jsp?xml=NOAA/NESDIS/NGDC/MGG/Cruise/iso/xml/MGL1407.xml&view=xml2text/xml-to-text-ISO&altview=none
2014,KM1417,Extended Continental Shelf (ECS) Project (KM1417),No,5,"James Gardner, University of New Hampshire; Andrew Armstrong, University of New Hampshire Center for Coastal and Ocean Mapping",R/V Kilo Moana,"August 9 - August 22, 2014",August,2,-154,"The expedition objective was to map the bathymetry of two gaps in two submarine ridges in the vicinity of the Johnston Atoll in support of the Extended Continental Shelf Project.  The cruise mapped a total of 97,250 km2 in 13.5 survey days and collected 6275 line km of MBES lines with an average speed of 11.6 knts.",mapping,conshelf,kilomoana,Extended Continental Shelf,,https://www.continentalshelf.gov/,kilo.jpg,,Cruise Report; Open; Cruise Summary Report; http://oer.hpc.msstate.edu/ECS/central_pacific/Cruise_Report_KM14-17_Johnston_Atoll.pdf,Multibeam Archive Collection; Get Data; National Geophysical Data Center Archive Collection; http://www.ngdc.noaa.gov/nndc/struts/results?op_0=l&v_0=NEW2164&t=101378&s=8&d=70&d=75&d=76&d=74&d=73&d=72&d=81&d=82&d=85&d=86&d=79&no_data=suppress | Trackline Data (Sub-bottom); Get Data; National Geophysical Data Center Archive Collection; http://www.ngdc.noaa.gov/trackline/request/?surveyIds=KM1417,Academic Fleet R2R Data Management; Open; Academic Fleet Rolling Deck to Repository Data Management Website; http://www.rvdata.us/catalog/KM1417,,,KM1417,Ship Track (ECS);2014;KM1417;2014ST.jpg,,,,,,http://www.ngdc.noaa.gov/nmmrview/metadata.jsp?xml=NOAA/NESDIS/NGDC/MGG/Cruise/iso/xml/KM1417.xml&view=xml2text/xml-to-text-ISO&altview=none
2014,AT26-21,Extended Continental Shelf (ECS) Project (AT26-21),No,10,"Andrew Armstrong, University of New Hampshire; Guiseppe Masetti, University of New Hampshire",R/V Atlantis,"September 23 - October 11, 2014",October,42,-128,"This expedition was a 19-day Extended Continental Shelf-related bathymetry cruise to the Mendocino Ridge, off the coast of California in support of the Extended Continental Shelf Project.  The cruise mapped the project area in 15.5 mapping days for a total of 93,086.5 km2 and collected 7935 line km of MBES with an average speed of approximately 11.5 kt.",mapping,conshelf,atlantis,Extended Continental Shelf,,http://ccom.unh.edu/completing-mendocino-ridge-mapping-2014,atlantis.JPG,,Cruise Report; Open; Cruise Summary Report; http://oer.hpc.msstate.edu/ECS/west_coast/cruise_report 2014 Mendocino Ridge-final-locked-tables.pdf,Multibeam Archive Collection; Get Data; National Geophysical Data Center Archive Collection; http://www.ngdc.noaa.gov/nndc/struts/results?op_0=eq&t=101378&s=8&d=70&d=75&d=76&d=74&d=73&d=72&d=81&d=82&d=85&d=86&d=79&no_data=suppress&v_0=NEW2231 | Trackline Data (Sub-bottom); Get Data; National Geophysical Data Center Archive Collection; http://www.ngdc.noaa.gov/trackline/request/?surveyIds=AT26-21 ,Academic Fleet R2R Data Management; Open; Academic Fleet Rolling Deck to Repository Data Management Website; http://www.rvdata.us/catalog/AT26-21,,,AT26-21,Ship Track (ECS);2014;AT26-21;2014ST.jpg,,,,,,http://www.ngdc.noaa.gov/nmmrview/metadata.jsp?xml=NOAA/NESDIS/NGDC/MGG/Cruise/iso/xml/AT26-21.xml&view=xml2text/xml-to-text-ISO&altview=none
2015,EX1501,Okeanos Explorer (EX1501): Ship Shakedown and Patch Test,No,2,"Elizabeth Lobecker, NOAA/OAR/OER (Expedition Coordinator and Mapping Lead)",NOAA Ship Okeanos Explorer,"February 9 - 12, 2015",February,41.5,-71.35,"EX-15-01 will be primarily focused on the annual ship and system shakedown and multibeam patch test operations, EK 80 testing and telepresence shakedown items.","mapping, canyon, tele","necanyons, conshelf",okeanos,Okeanos Mapping Cruises,coldnwatl,http://oceanexplorer.noaa.gov/okeanos/welcome.html,okeanos.jpg,,Cruise Ship Track (kml); Open; Thinned Ship Track in KML format; http://oer.hpc.msstate.edu/okeanos/ex1501/EX1501_CNAV-GGA_shiptrack_rdp_thinned.kml,"Collection of Documents, Images, and Video Highlights; Get Data; NOAA Central Library Cruise Catalog; http://www.lib.noaa.gov/uhtbin/cgisirsi/x/x/0/5/?searchdata1=ocn912569297",,,EX1501,EX1501,Ship Track;OE_OkeanosShipTrk;108;2015ST.jpg,,,http://oceanexplorer.noaa.gov/okeanos/edu/welcome.html,,,http://service.ncddc.noaa.gov/rdn/oer-waf/ISO/Resolved/2015/EX1501_COLLECTION_RESOLVED.html
